Title,Company,Location,Description,Job Link
Software Engineer Intern,Starburst,"Boston, MA","About Starburst  Starburst is the data platform for analytics, applications, and AI, unifying data across clouds and on-premises to accelerate AI innovation. Organizations—from startups to Fortune 500 enterprises in 60+ countries—rely on Starburst for fast data access, seamless collaboration, and enterprise-grade governance on an open hybrid data lakehouse. Wherever data lives, Starburst unlocks its full potential, powering data and AI from development to deployment. By future-proofing data architecture, Starburst helps businesses fuel innovation with AI.    Starburst's streamlined, easy-to-use, delightful user interfaces and workflows are key value drivers. As an engineering intern on Starburst Galaxy or Enterprise, you’ll work alongside full-time engineers and share ownership of building the user experience. You’ll work closely with UX, and product management to design and build the components to implement new features our customers will love. We will strive to align these components with your chosen field of study. Daily tasks include developing and supporting new and existing product features, working with fellow engineers worldwide, learning new technologies, designing complex systems, and collaborating with various stakeholders across the organization.  This paid internship will span 10 weeks in Summer 2025 from June 2, - August 29.  We are a remote-first, but not only company. As part of our internship program, certain events may require in-person attendance at our Boston Headquarters.              Starburst is dedicated to maintaining fair and equitable compensation practices. The salary range provided for this role reflects the minimum and maximum targets for candidates across all U.S. locations and could be inclusive of variable compensation, such as commission or bonus. All employees receive equity packages (ISOs) and have access to a comprehensive benefits offering. Actual compensation packages are determined based on relevant skills, experience, education and training, and specific work location. For more information, connect with the recruiting team or Hiring Manager during the process as they can provide more detailed information about the salary range.  Pay Range  $30 - $30 USD    All-Stars have the opportunity and freedom to realize their true potential. By building alongside top talent, we’re empowered to take ownership of our careers and drive meaningful change. Anchored in industry-proven technology and unprecedented success, All-Stars are taking on the challenge everyday to disrupt our industry – and the future.  Our global workforce is supported by a competitive Total Rewards program that reflects our commitment to a rewarding and supportive work environment. This includes a variety of benefits like competitive pay, attractive stock grants, flexible paid time off, and more.  We are committed to fostering an intentional, inclusive, and diverse culture that drives deep engagement, authentic belonging, and an exceptional All-Star experience. We believe that diversity of thought, perspective, background and experience will enable us to own what we do, drive our success and empower our All-Stars to show up authentically.  Starburst provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state  or local laws.  #BI-Remote  Show more",https://www.linkedin.com/jobs/view/software-engineer-intern-at-starburst-4201123127?position=18&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=xxesdvbM3jhT%2BevyDLl%2BZQ%3D%3D
"Software Engineer, API",Headspace,United States,"About the Software Engineer, API at Headspace:  Headspace is seeking a talented Software Engineer to join its growing Care Hub team. We are responsible for Care Hub, our in-house Electronic Health Record (EHR) system and the experience of our Care Providers (health coaches, therapists, and psychiatrists) to deliver high-quality care through video and text-based sessions to our members.                                          Show more",https://www.linkedin.com/jobs/view/software-engineer-api-at-headspace-4203023309?position=19&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=qIpK4HwsxJh9pDQYdyFF6g%3D%3D
Software Engineer,Meta,"Seattle, WA","We are the teams who create all of Meta's products used by billions of people around the world. Want to build new features and improve existing products like Messenger, Video, Groups, News Feed, Search and more? Want to solve unique, large scale, highly complex technical problems?  Meta is seeking experienced full-stack Software Engineers to join our product teams. You can help build products that help us connect the next billion people, create new features that have billions of interactions per day and be a part of a team that’s working to help people connect with each other around the globe. Join us!     Show more",https://www.linkedin.com/jobs/view/software-engineer-at-meta-4204529401?position=20&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=apgS5wopynNrqXagQACP2g%3D%3D
"Software Engineer, New College Grad - 2025",Visa,"Bellevue, WA","Visa is a world leader in digital payments, facilitating more than 215 billion payments transactions between consumers, merchants, financial institutions and government entities across more than 200 countries and territories each year. Our mission is to connect the world through the most innovative, convenient, reliable and secure payments network, enabling individuals, businesses and economies to thrive.                                        Show more",https://www.linkedin.com/jobs/view/software-engineer-new-college-grad-2025-at-visa-4204496525?position=21&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=IpVTkzmNeOdNdt6q%2Fq50ww%3D%3D
Software Engineer I,Pinterest,"Seattle, WA","About Pinterest  Millions of people around the world come to our platform to find creative ideas, dream about new possibilities and plan for memories that will last a lifetime. At Pinterest, we’re on a mission to bring everyone the inspiration to create a life they love, and that starts with the people behind the product.  Discover a career where you ignite innovation for millions, transform passion into growth opportunities, celebrate each other’s unique experiences and embrace the flexibility to do your best work. Creating a career you love? It’s Possible.  We are looking for inquisitive, well-rounded Backend engineers to join our Monetization engineering teams. Working closely with product managers, designers, data scientists, and backend engineers, you’ll play an important role in enabling the newest technologies and experiences as we scale and evolve. You will build robust frameworks & features. You will accelerate velocity for one of the world’s largest public cloud workloads. You will empower both developers and Pinners alike. You’ll have the opportunity to find creative solutions to thought-provoking problems. Even better, because we covet the kind of courageous thinking that’s required in order for big bets and smart risks to pay off, you’ll be invited to create and drive new initiatives, seeing them from inception through to technical design, implementation, and release.                      At Pinterest we believe the workplace should be equitable, inclusive, and inspiring for every employee. In an effort to provide greater transparency, we are sharing the base salary range for this position. The position is also eligible for equity. Final salary is based on a number of factors including location, travel, relevant prior experience, or particular skills and expertise.    US based applicants only  $116,109—$203,191 USD    Pinterest is an equal opportunity employer and makes employment decisions on the basis of merit. We want to have the best qualified people in every job. All qualified applicants will receive consideration for employment without regard to race, color, ancestry, national origin, religion or religious creed, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, age, marital status, status as a protected veteran, physical or mental disability, medical condition, genetic information or characteristics (or those of a family member) or any other consideration made unlawful by applicable federal, state or local laws. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you require a medical or religious accommodation during the job application process, please complete this form for support.  Show more",https://www.linkedin.com/jobs/view/software-engineer-i-at-pinterest-4212525617?position=22&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=bYV6%2BJQDeBxnvIR0qM24YQ%3D%3D
Full Stack Software Engineer,Calm,"San Francisco, CA","About Calm  Calm is on a mission to support everyone on every step of their mental health journey. With the #1 app for sleep, meditation and relaxation as well as a growing library of digital, evidence-based mental health programs, Calm offers trusted support for individuals and organizations alike. Our flagship consumer app provides personalized content and activities – featuring a range of experts and beloved celebrity voices – to help users manage stress, improve sleep and live mindfully. Our workplace and healthcare solutions offer a consumer-friendly approach to clinical content and HIPAA-compliant resources in order to drive positive health and business outcomes. Named a TIME100 Most Influential Company, Calm supports more than 150 million people and 3,500 organizations across seven languages and 190 countries.  We are hiring remote workers for this role in the San Francisco Bay Area, Los Angeles, New York City, or Minneapolis areas. At this time, only candidates in these locations will be considered.    We build Calm’s product, guide Calm’s analysis, secure Calm’s data, and operate the platforms that underpin it all. We’re product-minded, team-oriented, and grounded in the mission of meeting everyone where they’re at on their mental health journey. We work in fast-moving, small pods and as a Full Stack Engineer you will be expected to gather technical requirements, design and publish technical specs of innovative systems, as well as own building and releasing them into production.    As a vital member of the Calm Engineering team, the Software Engineer will play a crucial role in designing, developing, and maintaining backend systems that support our mobile and web applications. This position involves collaborating closely with a diverse team of engineers, designers, and product managers to ensure the reliability, performance, and security of our products. Key responsibilities include:                Calm uses a geographic pay model that determines salaries based on the location where an employee lives. For this position, the base pay ranges across Calm’s pay tiers is as follows: $147,000 - $225,000. The base pay range represents the low and high end of Calm’s salary range for this position. Not all candidates will be eligible for the upper end of the salary range. Exact salary will ultimately depend on multiple factors, which include the successful candidate's geographic location, skills, experience and other qualifications.  Calm uses employee zip code to determine which pay range applies.  This role is also eligible for equity + comprehensive benefits + 401k + flexible time off.  Please note that Calm may leverage artificial intelligence technology in the application review process.  Calm is committed to providing reasonable accommodations for qualified individuals with disabilities, including disabled veterans. If you require a reasonable accommodation to complete any part of the application or interview process, please contact Calm’s Recruiting team at recruitingaccommodations@calm.com. All accommodation requests will be handled confidentially and assessed on a case-by-case basis.  We believe that mental health is health, and every person should be considered in the discussion. That’s why we’re proud to be an equal opportunity workplace, committed to providing equal employment opportunities to all applicants and employees regardless of race, color, religion, national origin, age, sex, marital status, ancestry, physical or mental disability, medical condition, genetic information, military or veteran status, gender identity or expression, sexual orientation, or any other characteristic protected by applicable federal, state or local law.  Calm is deeply committed to diversity, equity and inclusion. We strive to create a mindful and respectful environment where everyone can bring their authentic self to work, and experience a culture that is free of harassment, racism, and discrimination.  Employment offers are contingent upon the successful completion of a background check. Roles which require access to certain types of information may also require the successful completion of a drug screening.  FOR US BASED POSITIONS: Calm participates in e-verify. E-verify provides the federal government with your Form I-9 information to confirm that you are authorized to work in the U.S.  Show more",https://www.linkedin.com/jobs/view/full-stack-software-engineer-at-calm-4212553134?position=23&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=QaA05crkIu7HfodeaPWJgA%3D%3D
Software Engineer (LMTS/SMTS),Slack,"San Francisco, CA","To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.  Job Category  Software Engineering  Job Details    We’re Salesforce, the Customer Company, inspiring the future of business with AI+ Data +CRM. Leading with our core values, we help companies across every industry blaze new trails and connect with customers in a whole new way. And, we empower you to be a Trailblazer, too — driving your performance and career growth, charting new paths, and improving the state of the world. If you believe in business as the greatest platform for change and in companies doing well and doing good – you’ve come to the right place.  Lead/Senior Software Engineer, Product Security Foundations  About Slack Product Security:  Our Product Security Team supports the following tenet of Slack’s mission: make people’s working lives more secure. We’re serious about building a simple-to-use yet secure product, and most importantly, protecting our customers’ data. We take a systematic approach to security and strive to ensure we provide low friction, and high-impact security across everything we do. As a member of the Product Security team, you care about shipping secure products and ensuring the way in for the bad actors is never through the front door (or the back)! You are passionate about enabling our developers to ship secure products. You think about your team as not fixing bugs but developing effective ways to prevent them. Your work will directly impact the way millions of people, teams, and businesses get things done using Slack.  Slack has a positive, diverse, and supportive culture—we look for people who are inquisitive, inventive, and work to be a little better every single day. In our work together we aim to be smart, humble, hardworking, and, above all, collaborative. If this sounds like a good fit for you, read on ahead!    Slack’s Product Security Foundations (PSF) group is a dedicated software engineering team within Product Security focused on streamlining the process of secure development, ensuring it is user-friendly for all engineers. A critical aspect of this is creating standardized methods, libraries, tools, and services for engineers across Slack. Join an existing, high-performance, thoughtful team and help make the secure choice the easy one for all of the engineers at Slack! Examples of work this team owns include authorization frameworks that support Slack APIs, core authentication libraries, safe image and attachment processing, in addition to other secure by default libraries.  What you will be doing    What you should have    Accommodations  If you require assistance due to a disability applying for open positions please submit a request via this Accommodations Request Form.  Posting Statement  Salesforce is an equal opportunity employer and maintains a policy of non-discrimination with all employees and applicants for employment. What does that mean exactly? It means that at Salesforce, we believe in equality for all. And we believe we can lead the path to equality in part by creating a workplace that’s inclusive, and free from discrimination. Know your rights: workplace discrimination is illegal. Any employee or potential employee will be assessed on the basis of merit, competence and qualifications – without regard to race, religion, color, national origin, sex, sexual orientation, gender expression or identity, transgender status, age, disability, veteran or marital status, political viewpoint, or other classifications protected by law. This policy applies to current and prospective employees, no matter where they are in their Salesforce employment journey. It also applies to recruiting, hiring, job assignment, compensation, promotion, benefits, training, assessment of job performance, discipline, termination, and everything in between. Recruiting, hiring, and promotion decisions at Salesforce are fair and based on merit. The same goes for compensation, benefits, promotions, transfers, reduction in workforce, recall, training, and education.  Pursuant to the San Francisco Fair Chance Ordinance and the Los Angeles Fair Chance Initiative for Hiring, Salesforce will consider for employment qualified applicants with arrest and conviction records.  For Washington-based roles, the base salary hiring range for this position is $157,600 to $306,600.  For California-based roles, the base salary hiring range for this position is $172,000 to $334,600.  Compensation offered will be determined by factors such as location, level, job-related knowledge, skills, and experience. Certain roles may be eligible for incentive compensation, equity, benefits. More details about our company benefits can be found at the following link: https://www.salesforcebenefits.com. Show more",https://www.linkedin.com/jobs/view/software-engineer-lmts-smts-at-slack-4208287719?position=24&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=r9TEzCz5YQZZOzgRtsLMKQ%3D%3D
Software Engineer - Backend,Plaid,"San Francisco, CA","We believe that the way people interact with their finances will drastically improve in the next few years. We’re dedicated to empowering this transformation by building the tools and experiences that thousands of developers use to create their own products. Plaid powers the tools millions of people rely on to live a healthier financial life. We work with thousands of companies like Venmo, SoFi, several of the Fortune 500, and many of the largest banks to make it easy for people to connect their financial accounts to the apps and services they want to use. Plaid’s network covers 12,000 financial institutions across the US, Canada, UK and Europe. Founded in 2013, the company is headquartered in San Francisco with offices in New York, Washington D.C., London and Amsterdam.  We believe that the way people interact with their finances will drastically improve in the next few years. We’re dedicated to empowering this transformation by building the tools and experiences that thousands of developers use to create their own products. Plaid powers the tools millions of people rely on to live a healthier financial life. We work with thousands of companies like Venmo, SoFi, several of the Fortune 500, and many of the largest banks to make it easy for people to connect their financial accounts to the apps and services they want to use. Plaid’s network covers 12,000 financial institutions across the US, Canada, UK and Europe. Founded in 2013, the company is headquartered in San Francisco with offices in New York, Washington D.C., London and Amsterdam.          $163,200 - $223,200 a year  Target base salary for this role is between $163200 and $223200 per year. Additional compensation in the form(s) of equity and/or commission are dependent on the position offered. Plaid provides a comprehensive benefit plan, including medical, dental, vision, and 401(k). Pay is based on factors such as (but not limited to) scope and responsibilities of the position, candidate's work experience and skillset, and location. Pay and benefits are subject to change at any time, consistent with the terms of any applicable compensation or benefit plans.  Our mission at Plaid is to unlock financial freedom for everyone. To support that mission, we seek to build a diverse team of driven individuals who care deeply about making the financial ecosystem more equitable. We recognize that strong qualifications can come from both prior work experiences and lived experiences. We encourage you to apply to a role even if your experience doesn't fully match the job description. We are always looking for team members that will bring something unique to Plaid!  Plaid is proud to be an equal opportunity employer and values diversity at our company. We do not discriminate based on race, color, national origin, ethnicity, religion or religious belief, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, military or veteran status, disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state, and local laws. Plaid is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance with your application or interviews due to a disability, please let us know at accommodations@plaid.com.  Please review our Candidate Privacy Notice here . Show more",https://www.linkedin.com/jobs/view/software-engineer-backend-at-plaid-4204412244?position=25&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=HN7Ko19keYmCGAHw0%2Flx3Q%3D%3D
"Software Engineer, JAX External",Google,"Mountain View, CA","Note: By applying to this position you will have an opportunity to share your preferred working location from the following: Mountain View, CA, USA; San Francisco, CA, USA.Minimum qualifications:  Bachelor’s degree or equivalent practical experience.         Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.  With your technical expertise you will manage project priorities, deadlines, and deliverables. You will design, develop, test, deploy, maintain, and enhance software solutions.  In this role, you will build open-source infrastructure for cutting-edge ML on a small, high-agency team. You'll collaborate closely with engineers across the JAX, XLA, and other adjacent teams, and have the freedom to pursue impactful projects while advocating open-source software and engaging directly with the ML community.  Google Cloud accelerates every organization’s ability to digitally transform its business and industry. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology, and tools that help developers build more sustainably. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.  The US base salary range for this full-time position is $141,000-$202,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.  Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about benefits at Google .       Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form . Show more",https://www.linkedin.com/jobs/view/software-engineer-jax-external-at-google-4201700305?position=26&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=6TqUnCnpcM9CKtqP821O9A%3D%3D
Software Engineer,Meta,"Seattle, WA","We are the teams who create all of Meta's products used by billions of people around the world. Want to build new features and improve existing products like Messenger, Video, Groups, News Feed, Search and more? Want to solve unique, large scale, highly complex technical problems? Meta is seeking experienced full-stack Software Engineers to join our product teams. You can help build products that help us connect the next billion people, create new features that have billions of interactions per day and be a part of a team that’s working to help people connect with each other around the globe. Join us!     Show more",https://www.linkedin.com/jobs/view/software-engineer-at-meta-4204530392?position=27&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=tZTbO2C2hos72T795IivWg%3D%3D
"Software Engineer, XProf",Google,"Sunnyvale, CA","Minimum qualifications:  Bachelor’s degree or equivalent practical experience. 2 years of experience testing, maintaining, or launching software products, and 1 year of experience with software design and architecture.       Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.  With your technical expertise you will manage project priorities, deadlines, and deliverables. You will design, develop, test, deploy, maintain, and enhance software solutions.  As a Software Engineer, you will join a team to develop cross-platform on-device machine learning models and solutions and deliver differentiated experiences and product features in YouTube, Google Meet, Shopping, Photos, Android, Chrome, Pixel, and beyond.The ML, Systems, & Cloud AI (MSCA) organization at Google designs, implements, and manages the hardware, software, machine learning, and systems infrastructure for all Google services (Search, YouTube, etc.) and Google Cloud. Our end users are Googlers, Cloud customers and the billions of people who use Google services around the world.  We prioritize security, efficiency, and reliability across everything we do - from developing our latest TPUs to running a global network, while driving towards shaping the future of hyperscale computing. Our global impact spans software and hardware, including Google Cloud’s Vertex AI, the leading AI platform for bringing Gemini models to enterprise customers.  The US base salary range for this full-time position is $141,000-$202,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.  Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about benefits at Google .       Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form . Show more",https://www.linkedin.com/jobs/view/software-engineer-xprof-at-google-4209687710?position=28&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=wWAs2yHZWA%2FjAMcw6A8%2BMA%3D%3D
Full Stack Software Engineer I,Resonate,"Washington, DC","It's an exciting time to be in marketing. Emerging technologies and evolving consumer expectations are transforming how brands connect with audiences. Today's consumers are more informed, empowered, and privacy-conscious than ever.  Resonate is at the forefront of this shift, delivering AI-powered marketing data and identity solutions that help organizations uncover deeper insights and drive smarter strategies. By making data more powerful, accessible, and actionable, we enable our clients to stay ahead in a dynamic landscape.  Our mission is simple: empower companies to unlock rich insights and optimize engagement. Backed by passionate leaders, innovative engineers, and a driven sales team, Resonate is redefining what marketing intelligence can achieve.  Resonate has pioneered a completely new way to identify, understand, and engage highly targeted audiences by uncovering thousands of attributes that reveal their underlying values, beliefs, and motivations. If you have been in the AdTech or MarTech industry and are looking for the opportunity to transform an industry, look no further than Resonate.  Join Resonate as a and play a pivotal role in shaping our Application Engineering team. You'll leverage cutting-edge technologies like Spring Boot and modern JavaScript frameworks to build scalable, high-performance applications that redefine consumer data and intelligence. This role is ideal for engineers with a passion for full-stack development, cloud technologies, and AI integration. Thriving in a collaborative, fast-paced environment, valuing ownership of work, and tackling complex challenges are key traits we seek in our team members.                Besides the opportunity to work alongside smart, fun, and hard-working colleagues at Resonate, you'll also enjoy uncapped growth potential, the chance to have a meaningful impact on the company, and the opportunity to work on cutting-edge, AI-powered marketing data and identity solutions that are forever changing the industry. From a competitive 401(k) match to an Open PTO policy that encourages real time off, we're committed to creating an environment where our team members can thrive both inside and outside of work. Our comprehensive benefits package is designed to meet the diverse needs of our employees and their families. A full list of benefits is shared with candidates following their initial conversation with our HR team, so you'll have a clear understanding of the support and resources available to you as part of the Resonate team.    At Resonate, we take a remote-first approach to work, offering a flexible environment that empowers our team to collaborate seamlessly across different locations. While we embrace remote work, we also encourage thoughtful and intentional in-person collaboration to foster connection and teamwork when needed. Whether you're working from home or joining us in one of our state-of-the-art offices, you'll have the tools and resources you need to succeed.  Resonate is headquartered in Reston, VA, with offices in New York City and Washington, D.C.      Find out more about our story at . Show more",https://www.linkedin.com/jobs/view/full-stack-software-engineer-i-at-resonate-4205728148?position=29&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=1P4Uk4XTEkaBMaEb1T02OQ%3D%3D
Software Engineer Intern,Electronic Arts (EA),"Austin, TX","Description & Requirements  Electronic Arts creates next-level entertainment experiences that inspire players and fans around the world. Here, everyone is part of the story. Part of a community that connects across the globe. A place where creativity thrives, new perspectives are invited, and ideas matter. A team where everyone makes play happen.  Electronic Arts is looking for students to join our world-class internship experience. For more information about our Emerging Talent Program, visit https://www.ea.com/careers/interns-and-university-graduates  We are EA  And we make games - How cool is that? In fact, we entertain millions of people across the globe with the most amazing and immersive interactive software in the industry. But making games is hard work. That's why we employ the most creative and passionate people in the industry. Save the planet from Alien Invaders. Score the winning touchdown.  Yup - It's the coolest job on the planet!    Production Infrastructure & Engineering (PI&E)  At EA, the PI&E organization provides critical platforms and infrastructure hosting solutions that power EA’s online gaming services, such as marketplaces, social features, and leaderboards. We focus on creating new services and systems in collaboration with our divisional and studio partners that create, maintain, and monitor the infrastructure and simplify infrastructure workflows.    At EA, we have a variety of medium to large size microservices written in Golang or Typescript, which adhere to good coding standards and architecture. There are a wide variety of tasks to be completed. These tasks range from developing core platform features to onboarding services and tools for specific requirements such as availability, tracing, etc. Furthermore, our team provides a platform Service Catalog to help partners manage infrastructure, ship quality code, and handle various other service-related tasks. Backstage is an open-source project that we rely upon for the development of new features.  Open Source Project Backstage: https://github.com/backstage/backstage  Here's a collection of some of the skills we value and use. Don't be discouraged if your strengths lie in particular areas more than others: that's what a team is for!              You must be available for a full-time paid internship in the fall of 2025.  At this time, we are considering students who will be enrolled in an accredited degree program in the fall of 2025, slated to graduate no earlier than Summer 2026. Applicants must be legally authorized to work in the US on a full-time basis during the 12-week internship. Visa sponsorship is not available for this position.    We’re proud to have an extensive portfolio of games and experiences, locations around the world, and opportunities across EA. We value adaptability, resilience, creativity, and curiosity. From leadership that brings out your potential, to creating space for learning and experimenting, we empower you to do great work and pursue opportunities for growth.  We take a holistic approach with our benefits program, focusing on physical, emotional, financial, career, and community wellness to support a balanced life with paid time off and new parent leave, plus free games and so much more. We nurture environments where our teams can always bring their best to what they do.  Electronic Arts is an equal opportunity employer. All employment decisions are made without regard to race, color, national origin, ancestry, sex, gender, gender identity or expression, sexual orientation, age, genetic information, religion, disability, medical condition, pregnancy, marital status, family status, veteran status, or any other characteristic protected by law. We will also consider employment qualified applicants with criminal records in accordance with applicable law. EA also makes workplace accommodations for qualified individuals with disabilities as required by applicable law. Show more",https://www.linkedin.com/jobs/view/software-engineer-intern-at-electronic-arts-ea-4204922373?position=30&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=LeLVCTABFBTf42arL5O1rw%3D%3D
Software Engineer (Entry to Mid-Level),Funnel Leasing,United States,"Position: Software Engineer (Entry to Mid-Level)  ⌛ Employment Type: Full-Time  Location: Remote (Work from anywhere in the U.S.)  $80,000 - $110,000 base + Equity        We're looking for an to help build and maintain our software products. You'll work closely with experienced engineers, product managers, and designers to develop your skills and contribute to impactful projects. If you have a strong foundation in computer science, a passion for learning, and problem-solving skills, we'd love to hear from you.            We are a 'work from anywhere' in the U.S. SaaS company that centers our services on the renter experience. We develop amazing software that has revolutionized the #proptech industry. And did we mention we have an amazing team that is on #FunnelFire!? Oh, did we forget to tell you we have unlimited PTO, benefits that begin on your first day of employment, P.I.N.K. core values that ROCK, and our team puts the FUN in Funnel!  Employees may be eligible for various benefits. Generally, we provide employee access to:          Have you ever rented an apartment and wished the process could be better? At Funnel we do too. We know we need to make the process of renting an apartment as easy as purchasing socks on Amazon. We've created cloud-based marketing and leasing software that delivers the ultimate rental experience for everyone involved in the process. We're in the process of transforming the real estate industry through cutting-edge technology built, sold, and supported by the most passionate people you'll meet.  Don't meet every single requirement? Studies have shown that women and people of color are less likely to apply to jobs unless they meet every single qualification. At Funnel, we are committed to building a proptech company that is as diverse as the multifamily industry we serve, and that means to not only live our inclusivity, but also to support and encourage it among all of society. If you are excited about this role but your past experience doesn't align perfectly with every qualification in the job description, we encourage you to apply anyways. You may just be the right candidate for this or other roles.    Funnel provides equal employment opportunities to all qualified individuals without regard to race, creed, color, citizenship, religion, national origin, age, sex, familial or marital status, pregnancy, military or veteran status, sexual orientation, gender identity or expression, genetic information, disability, or any other legally-protected status in accordance with applicable local, state, and federal laws, regulations, and ordinances.    Employees must be able to perform all essential job functions, with or without reasonable accommodation.    The above statements reflect the general duties, responsibilities and competencies considered necessary to perform the essential duties and responsibilities of the job and should not be considered as a detailed description of all the work requirements of the position. Funnel may change the specific job duties with or without prior notice based on the needs of the organization. Show more",https://www.linkedin.com/jobs/view/software-engineer-entry-to-mid-level-at-funnel-leasing-4197489104?position=31&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=MXcyiPNM4j6EEXqvnoFgLQ%3D%3D
